,aatrox,ahri,akali,akshan,alistar,amumu,anivia,annie,aphelios,ashe,aurelionsol,azir,bard,belveth,blitzcrank,brand,braum,briar,caitlyn,camille,cassiopeia,chogath,corki,darius,diana,draven,drmundo,ekko,elise,evelynn,ezreal,fiddlesticks,fiora,fizz,galio,gangplank,garen,gnar,gragas,graves,gwen,hecarim,heimerdinger,hwei,illaoi,irelia,ivern,janna,jarvaniv,jax,jayce,jhin,jinx,kaisa,kalista,karma,karthus,kassadin,katarina,kayle,kayn,kennen,khazix,kindred,kled,kogmaw,ksante,leblanc,leesin,leona,lillia,lissandra,lucian,lulu,lux,malphite,malzahar,maokai,milio,missfortune,mordekaiser,morgana,naafiri,nami,nasus,nautilus,neeko,nidalee,nilah,nocturne,nunu,olaf,orianna,ornn,pantheon,poppy,pyke,qiyana,quinn,rakan,rammus,reksai,rell,renata,renekton,rengar,riven,rumble,ryze,samira,sejuani,senna,seraphine,sett,shaco,shen,shyvana,singed,sion,sivir,skarner,smolder,sona,soraka,swain,sylas,syndra,tahmkench,taliyah,talon,taric,teemo,thresh,tristana,trundle,tryndamere,twistedfate,twitch,udyr,urgot,varus,vayne,veigar,velkoz,vex,vi,viego,viktor,vladimir,volibear,warwick,wukong,xayah,xerath,xinzhao,yasuo,yone,yorick,yuumi,zac,zed,zeri,ziggs,zilean,zoe,zyra
gangplank,50.83%,,50.83%,,,,,,,,,,,,,,,,,50.83%,50.83%,50.83%,,50.83%,,,50.83%,,,,,,50.83%,,50.83%,,50.83%,50.83%,50.83%,,50.83%,,50.83%,,50.83%,50.83%,,,,50.83%,50.83%,,,,,,,,,50.83%,,50.83%,,,50.83%,,50.83%,,,,,,,,,50.83%,,,,,50.83%,,,,50.83%,,,,,,,50.83%,,50.83%,50.83%,50.83%,,,50.83%,,,,,,50.83%,,50.83%,50.83%,50.83%,,,,,50.83%,,50.83%,,50.83%,50.83%,,,,,,,50.83%,,50.83%,,,,50.83%,,,50.83%,50.83%,,,50.83%,50.83%,50.83%,50.83%,,,,,,,50.83%,50.83%,50.83%,50.83%,,,,50.83%,50.83%,50.83%,,50.83%,,,,,,
garen,50.51%,,50.51%,,,,,,,,,,,,,,,,,50.51%,50.51%,50.51%,,50.51%,,,50.51%,,,,,,50.51%,,50.51%,50.51%,,50.51%,50.51%,,50.51%,,50.51%,,50.51%,50.51%,,,,50.51%,50.51%,,,,,,,,,50.51%,,50.51%,,,50.51%,,50.51%,,,,,,,,,50.51%,,,,,50.51%,,,,50.51%,,,,,,,50.51%,,50.51%,50.51%,50.51%,,,50.51%,,,,,,50.51%,,50.51%,50.51%,50.51%,,,,,50.51%,,50.51%,,50.51%,50.51%,,,,,,,50.51%,,50.51%,,,,50.51%,,,50.51%,50.51%,,,50.51%,50.51%,50.51%,50.51%,,,,,,,50.51%,50.51%,50.51%,50.51%,,,,50.51%,50.51%,50.51%,,50.51%,,,,,,
gnar,49.49%,,49.49%,,,,,,,,,,,,,,,,,49.49%,49.49%,49.49%,,49.49%,,,49.49%,,,,,,49.49%,,49.49%,49.49%,49.49%,,49.49%,,49.49%,,49.49%,,49.49%,49.49%,,,,49.49%,49.49%,,,,,,,,,49.49%,,49.49%,,,49.49%,,49.49%,,,,,,,,,49.49%,,,,,49.49%,,,,49.49%,,,,,,,49.49%,,49.49%,49.49%,49.49%,,,49.49%,,,,,,49.49%,,49.49%,49.49%,49.49%,,,,,49.49%,,49.49%,,49.49%,49.49%,,,,,,,49.49%,,49.49%,,,,49.49%,,,49.49%,49.49%,,,49.49%,49.49%,49.49%,49.49%,,,,,,,49.49%,49.49%,49.49%,49.49%,,,,49.49%,49.49%,49.49%,,49.49%,,,,,,
gragas,50.73%,,50.73%,,,,,,,,,,,,,,,,,50.73%,50.73%,50.73%,,50.73%,,,50.73%,,,,,,50.73%,,50.73%,50.73%,50.73%,50.73%,,,50.73%,,50.73%,,50.73%,50.73%,,,,50.73%,50.73%,,,,,,,,,50.73%,,50.73%,,,50.73%,,50.73%,,,,,,,,,50.73%,,,,,50.73%,,,,50.73%,,,,,,,50.73%,,50.73%,50.73%,50.73%,,,50.73%,,,,,,50.73%,,50.73%,50.73%,50.73%,,,,,50.73%,,50.73%,,50.73%,50.73%,,,,,,,50.73%,,50.73%,,,,50.73%,,,50.73%,50.73%,,,50.73%,50.73%,50.73%,50.73%,,,,,,,50.73%,50.73%,50.73%,50.73%,,,,50.73%,50.73%,50.73%,,50.73%,,,,,,
graves,,,,,,49.66%,,,,,,,,49.66%,,,,49.66%,,,,,,,49.66%,,49.66%,49.66%,49.66%,49.66%,,49.66%,,,,,,,49.66%,,49.66%,49.66%,,,,,49.66%,,49.66%,49.66%,,,,,,,49.66%,,,,49.66%,,49.66%,49.66%,,,,,49.66%,,49.66%,,,,,,,,,,,,49.66%,,,,,49.66%,,49.66%,49.66%,,,,49.66%,49.66%,,49.66%,,,49.66%,49.66%,,,,49.66%,,,,,49.66%,,,,49.66%,,49.66%,,,,49.66%,,,,,,,,49.66%,49.66%,,,,,49.66%,,,,49.66%,,,,,,,49.66%,49.66%,,,49.66%,49.66%,49.66%,,,49.66%,,,,,49.66%,49.66%,,,,,49.66%
gwen,49.91%,,49.91%,,,,,,,,,,,,,,,,,49.91%,49.91%,49.91%,,49.91%,,,49.91%,,,,,,49.91%,,49.91%,49.91%,49.91%,49.91%,49.91%,,,,49.91%,,49.91%,49.91%,,,,49.91%,49.91%,,,,,,,,,49.91%,,49.91%,,,49.91%,,49.91%,,,,,,,,,49.91%,,,,,49.91%,,,,49.91%,,,,,,,49.91%,,49.91%,49.91%,49.91%,,,49.91%,,,,,,49.91%,,49.91%,49.91%,49.91%,,,,,49.91%,,49.91%,,49.91%,49.91%,,,,,,,49.91%,,49.91%,,,,49.91%,,,49.91%,49.91%,,,49.91%,49.91%,49.91%,49.91%,,,,,,,49.91%,49.91%,49.91%,49.91%,,,,49.91%,49.91%,49.91%,,49.91%,,,,,,
hecarim,,,,,,49.79%,,,,,,,,49.79%,,,,49.79%,,,,,,,49.79%,,49.79%,49.79%,49.79%,49.79%,,49.79%,,,,,,,49.79%,49.79%,49.79%,,,,,,49.79%,,49.79%,49.79%,,,,,,,49.79%,,,,49.79%,,49.79%,49.79%,,,,,49.79%,,49.79%,,,,,,,,,,,,49.79%,,,,,49.79%,,49.79%,49.79%,,,,49.79%,49.79%,,49.79%,,,49.79%,49.79%,,,,49.79%,,,,,49.79%,,,,49.79%,,49.79%,,,,49.79%,,,,,,,,49.79%,49.79%,,,,,49.79%,,,,49.79%,,,,,,,49.79%,49.79%,,,49.79%,49.79%,49.79%,,,49.79%,,,,,49.79%,49.79%,,,,,49.79%
heimerdinger,52.80%,,52.80%,,,,,,,,,,,,,,,,,52.80%,52.80%,52.80%,,52.80%,,,52.80%,,,,,,52.80%,,52.80%,52.80%,52.80%,52.80%,52.80%,,52.80%,,,,52.80%,52.80%,,,,52.80%,52.80%,,,,,,,,,52.80%,,52.80%,,,52.80%,,52.80%,,,,,,,,,52.80%,,,,,52.80%,,,,52.80%,,,,,,,52.80%,,52.80%,52.80%,52.80%,,,52.80%,,,,,,52.80%,,52.80%,52.80%,52.80%,,,,,52.80%,,52.80%,,52.80%,52.80%,,,,,,,52.80%,,52.80%,,,,52.80%,,,52.80%,52.80%,,,52.80%,52.80%,52.80%,52.80%,,,,,,,52.80%,52.80%,52.80%,52.80%,,,,52.80%,52.80%,52.80%,,52.80%,,,,,,
hwei,,50.40%,50.40%,50.40%,,,50.40%,50.40%,,,50.40%,50.40%,,,,,,,,,50.40%,50.40%,50.40%,,50.40%,,,50.40%,,,,,,50.40%,50.40%,50.40%,,,50.40%,,,,,,,50.40%,,,,,50.40%,,,,,,,50.40%,50.40%,50.40%,,50.40%,,,,,,50.40%,,,,50.40%,,,50.40%,50.40%,50.40%,,,,,50.40%,50.40%,,,,50.40%,,,,,,50.40%,,,,,50.40%,50.40%,,,,,,,,,,50.40%,,,,,,,,,,,,,50.40%,,,50.40%,50.40%,50.40%,,50.40%,50.40%,,,,50.40%,,,50.40%,,,,,,50.40%,50.40%,50.40%,,,50.40%,50.40%,,,50.40%,,50.40%,,50.40%,50.40%,,,,50.40%,,50.40%,,50.40%,
illaoi,49.43%,,49.43%,,,,,,,,,,,,,,,,,49.43%,49.43%,49.43%,,49.43%,,,49.43%,,,,,,49.43%,,49.43%,49.43%,49.43%,49.43%,49.43%,,49.43%,,49.43%,,,49.43%,,,,49.43%,49.43%,,,,,,,,,49.43%,,49.43%,,,49.43%,,49.43%,,,,,,,,,49.43%,,,,,49.43%,,,,49.43%,,,,,,,49.43%,,49.43%,49.43%,49.43%,,,49.43%,,,,,,49.43%,,49.43%,49.43%,49.43%,,,,,49.43%,,49.43%,,49.43%,49.43%,,,,,,,49.43%,,49.43%,,,,49.43%,,,49.43%,49.43%,,,49.43%,49.43%,49.43%,49.43%,,,,,,,49.43%,49.43%,49.43%,49.43%,,,,49.43%,49.43%,49.43%,,49.43%,,,,,,
irelia,51.33%,,51.33%,,,,,,,,,,,,,,,,,51.33%,51.33%,51.33%,,51.33%,,,51.33%,,,,,,51.33%,,51.33%,51.33%,51.33%,51.33%,51.33%,,51.33%,,51.33%,,51.33%,,,,,51.33%,51.33%,,,,,,,,,51.33%,,51.33%,,,51.33%,,51.33%,,,,,,,,,51.33%,,,,,51.33%,,,,51.33%,,,,,,,51.33%,,51.33%,51.33%,51.33%,,,51.33%,,,,,,51.33%,,51.33%,51.33%,51.33%,,,,,51.33%,,51.33%,,51.33%,51.33%,,,,,,,51.33%,,51.33%,,,,51.33%,,,51.33%,51.33%,,,51.33%,51.33%,51.33%,51.33%,,,,,,,51.33%,51.33%,51.33%,51.33%,,,,51.33%,51.33%,51.33%,,51.33%,,,,,,
ivern,,,,,,51.99%,,,,,,,,51.99%,,,,51.99%,,,,,,,51.99%,,51.99%,51.99%,51.99%,51.99%,,51.99%,,,,,,,51.99%,51.99%,51.99%,51.99%,,,,,,,51.99%,51.99%,,,,,,,51.99%,,,,51.99%,,51.99%,51.99%,,,,,51.99%,,51.99%,,,,,,,,,,,,51.99%,,,,,51.99%,,51.99%,51.99%,,,,51.99%,51.99%,,51.99%,,,51.99%,51.99%,,,,51.99%,,,,,51.99%,,,,51.99%,,51.99%,,,,51.99%,,,,,,,,51.99%,51.99%,,,,,51.99%,,,,51.99%,,,,,,,51.99%,51.99%,,,51.99%,51.99%,51.99%,,,51.99%,,,,,51.99%,51.99%,,,,,51.99%
janna,,,,,52.38%,,,,,52.38%,,,52.38%,,52.38%,52.38%,52.38%,,,,,,,,,,,,52.38%,,,52.38%,,,52.38%,,,,,,,,,52.38%,,,,,,,,,,,,52.38%,,,,,,,,,,,,52.38%,,52.38%,,,,52.38%,52.38%,,,52.38%,52.38%,,,52.38%,,52.38%,,52.38%,52.38%,52.38%,,,,,,,52.38%,52.38%,52.38%,,,52.38%,,,52.38%,52.38%,,,,,,,,52.38%,52.38%,,52.38%,52.38%,,,,,,,52.38%,52.38%,52.38%,52.38%,,52.38%,,,52.38%,52.38%,52.38%,,,,,,,,,,,52.38%,,,,,,,,52.38%,,52.38%,,,,,52.38%,,,,,52.38%,52.38%,52.38%
jarvaniv,,,,,,51.88%,,,,,,,,51.88%,,,,51.88%,,,,,,,51.88%,,51.88%,51.87%,51.88%,51.88%,,51.88%,,,,,,,51.88%,51.88%,51.87%,51.88%,,,,,51.87%,,,51.88%,,,,,,,51.87%,,,,51.88%,,51.88%,51.88%,,,,,51.88%,,51.88%,,,,,,,,,,,,51.87%,,,,,51.88%,,51.88%,51.88%,,,,51.88%,51.88%,,51.88%,,,51.88%,51.88%,,,,51.88%,,,,,51.88%,,,,51.88%,,51.88%,,,,51.88%,,,,,,,,51.88%,51.88%,,,,,51.88%,,,,51.88%,,,,,,,51.88%,51.88%,,,51.88%,51.88%,51.88%,,,51.88%,,,,,51.88%,51.88%,,,,,51.88%
jax,50.47%,,50.47%,,,,,,,,,,,,,,,,,50.47%,50.47%,50.47%,,50.47%,,,50.47%,,,,,,50.47%,,50.47%,50.47%,50.47%,50.47%,50.47%,,50.47%,,50.47%,,50.47%,50.47%,,,,,50.47%,,,,,,,,,50.47%,,50.47%,,,50.47%,,50.47%,,,,,,,,,50.47%,,,,,50.47%,,,,50.47%,,,,,,,50.47%,,50.47%,50.47%,50.47%,,,50.47%,,,,,,50.47%,,50.47%,50.47%,50.47%,,,,,50.47%,,50.47%,,50.47%,50.47%,,,,,,,50.47%,,50.47%,,,,50.47%,,,50.47%,50.47%,,,50.47%,50.47%,50.47%,50.47%,,,,,,,50.47%,50.47%,50.47%,50.47%,,,,50.47%,50.47%,50.47%,,50.47%,,,,,,
jayce,48.96%,,48.96%,,,,,,,,,,,,,,,,,48.96%,48.96%,48.96%,,48.96%,,,48.96%,,,,,,48.96%,,48.96%,48.96%,48.96%,48.96%,48.96%,,48.96%,,48.96%,,48.96%,48.96%,,,,48.96%,,,,,,,,,,48.96%,,48.96%,,,48.96%,,48.96%,,,,,,,,,48.96%,,,,,48.96%,,,,48.96%,,,,,,,48.96%,,48.96%,48.96%,48.96%,,,48.96%,,,,,,48.96%,,48.96%,48.96%,48.96%,,,,,48.96%,,48.96%,,48.96%,48.96%,,,,,,,48.96%,,48.96%,,,,48.96%,,,48.96%,48.96%,,,48.96%,48.96%,48.96%,48.96%,,,,,,,48.96%,48.96%,48.96%,48.96%,,,,48.96%,48.96%,48.96%,,48.96%,,,,,,
jhin,,,,,,,,,49.78%,49.78%,,,,,,,,,49.78%,,,,49.78%,,,49.78%,,,,,49.78%,,,,,,,,,,,,,49.78%,,,,,,,,,49.78%,49.78%,49.78%,,,,,,,,,,,49.78%,,,,,,,49.78%,,,,,,,49.78%,,,,,,,,,49.78%,,,,,,,,,,,,,,,,,,,,,49.78%,,49.78%,49.78%,,,,,,,49.78%,,49.78%,,,49.78%,,,,,,,,,49.78%,,,,49.78%,,,49.78%,49.78%,,,,,,,,,,49.78%,49.78%,,,49.78%,,,,,,49.78%,49.78%,,,
jinx,,,,,,,,,52.17%,52.17%,,,,,,,,,52.17%,,,,52.17%,,,52.17%,,,,,52.17%,,,,,,,,,,,,,52.17%,,,,,,,,52.17%,,52.17%,52.17%,,,,,,,,,,,52.17%,,,,,,,52.17%,,,,,,,52.17%,,,,,,,,,52.17%,,,,,,,,,,,,,,,,,,,,,52.17%,,52.17%,52.17%,,,,,,,52.17%,,52.17%,,,52.17%,,,,,,,,,52.17%,,,,52.17%,,,52.17%,52.17%,,,,,,,,,,52.17%,52.17%,,,52.17%,,,,,,52.17%,52.17%,,,
kaisa,,,,,,,,,49.39%,49.39%,,,,,,,,,49.39%,,,,49.39%,,,49.39%,,,,,49.39%,,,,,,,,,,,,,49.39%,,,,,,,,49.39%,49.39%,,49.39%,,,,,,,,,,,49.39%,,,,,,,49.39%,,,,,,,49.39%,,,,,,,,,49.39%,,,,,,,,,,,,,,,,,,,,,49.39%,,49.39%,49.39%,,,,,,,49.39%,,49.39%,,,49.39%,,,,,,,,,49.39%,,,,49.39%,,,49.39%,49.39%,,,,,,,,,,49.39%,49.39%,,,49.39%,,,,,,49.39%,49.39%,,,
kalista,,,,,,,,,46.17%,46.17%,,,,,,,,,46.17%,,,,46.17%,,,46.17%,,,,,46.17%,,,,,,,,,,,,,46.17%,,,,,,,,46.17%,46.17%,46.17%,,,,,,,,,,,,46.17%,,,,,,,46.17%,,,,,,,46.17%,,,,,,,,,46.17%,,,,,,,,,,,,,,,,,,,,,46.17%,,46.17%,46.17%,,,,,,,46.17%,,46.17%,,,46.17%,,,,,,,,,46.17%,,,,46.17%,,,46.17%,46.17%,,,,,,,,,,46.17%,46.17%,,,46.17%,,,,,,46.17%,46.17%,,,
karma,,,,,50.08%,,,,,50.08%,,,50.08%,,50.08%,50.08%,50.08%,,,,,,,,,,,,50.08%,,,50.08%,,,50.08%,,,,,,,,,50.08%,,,,50.08%,,,,,,,,,,,,,,,,,,,,50.08%,,50.08%,,,,50.08%,50.08%,,,50.08%,50.08%,,,50.08%,,50.08%,,50.08%,50.08%,50.08%,,,,,,,50.08%,50.08%,50.08%,,,50.08%,,,50.08%,50.08%,,,,,,,,50.08%,50.08%,,50.08%,50.08%,,,,,,,50.08%,50.08%,50.08%,50.08%,,50.08%,,,50.08%,50.08%,50.08%,,,,,,,,,,,50.08%,,,,,,,,50.08%,,50.08%,,,,,50.08%,,,,,50.08%,50.08%,50.08%
karthus,,,,,,50.08%,,,,,,,,50.08%,,,,50.08%,,,,,,,50.08%,,50.08%,50.08%,50.08%,50.08%,,50.08%,,,,,,,50.08%,50.08%,50.08%,50.08%,,,,,50.08%,,50.08%,50.08%,,,,,,,,,,,50.08%,,50.08%,50.08%,,,,,50.08%,,50.08%,,,,,,,,,,,,50.08%,,,,,50.08%,,50.08%,50.08%,,,,50.08%,50.08%,,50.08%,,,50.08%,50.08%,,,,50.08%,,,,,50.08%,,,,50.08%,,50.08%,,,,50.08%,,,,,,,,50.08%,50.08%,,,,,50.08%,,,,50.08%,,,,,,,50.08%,50.08%,,,50.08%,50.08%,50.08%,,,50.08%,,,,,50.08%,50.08%,,,,,50.08%
kassadin,,50.44%,50.44%,50.44%,,,50.44%,50.44%,,,50.44%,50.44%,,,,,,,,,50.44%,50.44%,50.44%,,50.44%,,,50.44%,,,,,,50.44%,50.44%,50.44%,,,50.44%,,,,,50.44%,,50.44%,,,,,50.44%,,,,,,,,50.44%,50.44%,,50.44%,,,,,,50.44%,,,,50.44%,,,50.44%,50.44%,50.44%,,,,,50.44%,50.44%,,,,50.44%,,,,,,50.44%,,,,,50.44%,50.44%,,,,,,,,,,50.44%,,,,,,,,,,,,,50.44%,,,50.44%,50.44%,50.44%,,50.44%,50.44%,,,,50.44%,,,50.44%,,,,,,50.44%,50.44%,50.44%,,,50.44%,50.44%,,,50.44%,,50.44%,,50.44%,50.44%,,,,50.44%,,50.44%,,50.44%,
katarina,,51.65%,51.65%,51.65%,,,51.65%,51.65%,,,51.65%,51.65%,,,,,,,,,51.65%,51.65%,51.65%,,51.65%,,,51.65%,,,,,,51.65%,51.65%,51.65%,,,51.65%,,,,,51.65%,,51.65%,,,,,51.65%,,,,,,,51.65%,,51.65%,,51.65%,,,,,,51.65%,,,,51.65%,,,51.65%,51.65%,51.65%,,,,,51.65%,51.65%,,,,51.65%,,,,,,51.65%,,,,,51.65%,51.65%,,,,,,,,,,51.65%,,,,,,,,,,,,,51.65%,,,51.65%,51.65%,51.65%,,51.65%,51.65%,,,,51.65%,,,51.65%,,,,,,51.65%,51.65%,51.65%,,,51.65%,51.65%,,,51.65%,,51.65%,,51.65%,51.65%,,,,51.65%,,51.65%,,51.65%,
kayle,52.37%,,52.37%,,,,,,,,,,,,,,,,,52.37%,52.37%,52.37%,,52.37%,,,52.37%,,,,,,52.37%,,52.37%,52.37%,52.37%,52.37%,52.37%,,52.37%,,52.37%,,52.37%,52.37%,,,,52.37%,52.37%,,,,,,,,,,,52.37%,,,52.37%,,52.37%,,,,,,,,,52.37%,,,,,52.37%,,,,52.37%,,,,,,,52.37%,,52.37%,52.37%,52.37%,,,52.37%,,,,,,52.37%,,52.37%,52.37%,52.37%,,,,,52.37%,,52.37%,,52.37%,52.37%,,,,,,,52.37%,,52.37%,,,,52.37%,,,52.37%,52.37%,,,52.37%,52.37%,52.37%,52.37%,,,,,,,52.37%,52.37%,52.37%,52.37%,,,,52.37%,52.37%,52.37%,,52.37%,,,,,,
kayn,,,,,,50.44%,,,,,,,,50.44%,,,,50.44%,,,,,,,50.44%,,50.44%,50.44%,50.44%,50.44%,,50.44%,,,,,,,50.44%,50.44%,50.44%,50.44%,,,,,50.44%,,50.44%,50.44%,,,,,,,50.44%,,,,,,50.44%,50.44%,,,,,50.44%,,50.44%,,,,,,,,,,,,50.44%,,,,,50.44%,,50.44%,50.44%,,,,50.44%,50.44%,,50.44%,,,50.44%,50.44%,,,,50.44%,,,,,50.44%,,,,50.44%,,50.44%,,,,50.44%,,,,,,,,50.44%,50.44%,,,,,50.44%,,,,50.44%,,,,,,,50.44%,50.44%,,,50.44%,50.44%,50.44%,,,50.44%,,,,,50.44%,50.44%,,,,,50.44%
kennen,52.57%,,52.57%,,,,,,,,,,,,,,,,,52.57%,52.57%,52.57%,,52.57%,,,52.57%,,,,,,52.57%,,52.57%,52.57%,52.57%,52.57%,52.57%,,52.57%,,52.57%,,52.57%,52.57%,,,,52.57%,52.57%,,,,,,,,,52.57%,,,,,52.57%,,52.57%,,,,,,,,,52.57%,,,,,52.57%,,,,52.57%,,,,,,,52.57%,,52.57%,52.57%,52.57%,,,52.57%,,,,,,52.57%,,52.57%,52.57%,52.57%,,,,,52.57%,,52.57%,,52.57%,52.57%,,,,,,,52.57%,,52.57%,,,,52.57%,,,52.57%,52.57%,,,52.57%,52.57%,52.57%,52.57%,,,,,,,52.57%,52.57%,52.57%,52.57%,,,,52.57%,52.57%,52.57%,,52.57%,,,,,,
khazix,,,,,,51.17%,,,,,,,,51.17%,,,,51.17%,,,,,,,51.17%,,51.17%,51.17%,51.17%,51.17%,,51.17%,,,,,,,51.17%,51.17%,51.17%,51.17%,,,,,51.17%,,51.17%,51.17%,,,,,,,51.17%,,,,51.17%,,,51.17%,,,,,51.17%,,51.17%,,,,,,,,,,,,51.17%,,,,,51.17%,,51.17%,51.17%,,,,51.17%,51.17%,,51.17%,,,51.17%,51.17%,,,,51.17%,,,,,51.17%,,,,51.17%,,51.17%,,,,51.17%,,,,,,,,51.17%,51.17%,,,,,51.17%,,,,51.17%,,,,,,,51.17%,51.17%,,,51.17%,51.17%,51.17%,,,51.17%,,,,,51.17%,51.17%,,,,,51.17%
kindred,,,,,,50.63%,,,,,,,,50.63%,,,,50.63%,,,,,,,50.63%,,50.63%,50.63%,50.63%,50.63%,,50.63%,,,,,,,50.63%,50.63%,50.63%,50.63%,,,,,50.63%,,50.63%,50.63%,,,,,,,50.63%,,,,50.63%,,50.63%,,,,,,50.63%,,50.63%,,,,,,,,,,,,50.63%,,,,,50.63%,,50.63%,50.63%,,,,50.63%,50.63%,,50.63%,,,50.63%,50.63%,,,,50.63%,,,,,50.63%,,,,50.63%,,50.63%,,,,50.63%,,,,,,,,50.63%,50.63%,,,,,50.63%,,,,50.63%,,,,,,,50.63%,50.63%,,,50.63%,50.63%,50.63%,,,50.63%,,,,,50.63%,50.63%,,,,,50.63%
kled,52.08%,,52.08%,,,,,,,,,,,,,,,,,52.08%,52.08%,52.08%,,52.08%,,,52.08%,,,,,,52.08%,,52.08%,52.08%,52.08%,52.08%,52.08%,,52.08%,,52.08%,,52.08%,52.08%,,,,52.08%,52.08%,,,,,,,,,52.08%,,52.08%,,,,,52.08%,,,,,,,,,52.08%,,,,,52.08%,,,,52.08%,,,,,,,52.08%,,52.08%,52.08%,52.08%,,,52.08%,,,,,,52.08%,,52.08%,52.08%,52.08%,,,,,52.08%,,52.08%,,52.08%,52.08%,,,,,,,52.08%,,52.08%,,,,52.08%,,,52.08%,52.08%,,,52.08%,52.08%,52.08%,52.08%,,,,,,,52.08%,52.08%,52.08%,52.08%,,,,52.08%,52.08%,52.08%,,52.08%,,,,,,
kogmaw,,,,,,,,,53.41%,53.41%,,,,,,,,,53.41%,,,,53.41%,,,53.41%,,,,,53.41%,,,,,,,,,,,,,53.41%,,,,,,,,53.41%,53.41%,53.41%,53.41%,,,,,,,,,,,,,,,,,,53.41%,,,,,,,53.41%,,,,,,,,,53.41%,,,,,,,,,,,,,,,,,,,,,53.41%,,53.41%,53.41%,,,,,,,53.41%,,53.41%,,,53.41%,,,,,,,,,53.41%,,,,53.41%,,,53.41%,53.41%,,,,,,,,,,53.41%,53.41%,,,53.41%,,,,,,53.41%,53.41%,,,
ksante,48.52%,,48.52%,,,,,,,,,,,,,,,,,48.52%,48.52%,48.52%,,48.52%,,,48.52%,,,,,,48.52%,,48.52%,48.52%,48.52%,48.52%,48.52%,,48.52%,,48.52%,,48.52%,48.52%,,,,48.52%,48.52%,,,,,,,,,48.52%,,48.52%,,,48.52%,,,,,,,,,,,48.52%,,,,,48.52%,,,,48.52%,,,,,,,48.52%,,48.52%,48.52%,48.52%,,,48.52%,,,,,,48.52%,,48.52%,48.52%,48.52%,,,,,48.52%,,48.52%,,48.52%,48.52%,,,,,,,48.52%,,48.52%,,,,48.52%,,,48.52%,48.52%,,,48.52%,48.52%,48.52%,48.52%,,,,,,,48.52%,48.52%,48.52%,48.52%,,,,48.52%,48.52%,48.52%,,48.52%,,,,,,
leblanc,,50.69%,50.69%,50.69%,,,50.69%,50.69%,,,50.69%,50.69%,,,,,,,,,50.69%,50.69%,50.69%,,50.69%,,,50.69%,,,,,,50.69%,50.69%,50.69%,,,50.69%,,,,,50.69%,,50.69%,,,,,50.69%,,,,,,,50.69%,50.69%,50.69%,,50.69%,,,,,,,,,,50.69%,,,50.69%,50.69%,50.69%,,,,,50.69%,50.69%,,,,50.69%,,,,,,50.69%,,,,,50.69%,50.69%,,,,,,,,,,50.69%,,,,,,,,,,,,,50.69%,,,50.69%,50.69%,50.69%,,50.69%,50.69%,,,,50.69%,,,50.69%,,,,,,50.69%,50.69%,50.69%,,,50.69%,50.69%,,,50.69%,,50.69%,,50.69%,50.69%,,,,50.69%,,50.69%,,50.69%,
leesin,,,,,,50.87%,,,,,,,,50.87%,,,,50.87%,,,,,,,50.87%,,50.87%,50.87%,50.87%,50.87%,,50.87%,,,,,,,50.87%,50.87%,50.87%,50.87%,,,,,50.87%,,50.87%,50.87%,,,,,,,50.87%,,,,50.87%,,50.87%,50.87%,,,,,,,50.87%,,,,,,,,,,,,50.87%,,,,,50.87%,,50.87%,50.87%,,,,50.87%,50.87%,,50.87%,,,50.87%,50.87%,,,,50.87%,,,,,50.87%,,,,50.87%,,50.87%,,,,50.87%,,,,,,,,50.87%,50.87%,,,,,50.87%,,,,50.87%,,,,,,,50.87%,50.87%,,,50.87%,50.87%,50.87%,,,50.87%,,,,,50.87%,50.87%,,,,,50.87%
leona,,,,,51.29%,,,,,51.29%,,,51.29%,,51.29%,51.29%,51.29%,,,,,,,,,,,,51.29%,,,51.29%,,,51.29%,,,,,,,,,51.29%,,,,51.29%,,,,,,,,51.29%,,,,,,,,,,,,51.29%,,,,,,51.29%,51.29%,,,51.29%,51.29%,,,51.29%,,51.29%,,51.29%,51.29%,51.29%,,,,,,,51.29%,51.29%,51.29%,,,51.29%,,,51.29%,51.29%,,,,,,,,51.29%,51.29%,,51.29%,51.29%,,,,,,,51.29%,51.29%,51.29%,51.29%,,51.29%,,,51.29%,51.29%,51.29%,,,,,,,,,,,51.29%,,,,,,,,51.29%,,51.29%,,,,,51.29%,,,,,51.29%,51.29%,51.29%
lillia,,,,,,49.36%,,,,,,,,49.36%,,,,49.36%,,,,,,,49.36%,,49.36%,49.36%,49.36%,49.36%,,49.36%,,,,,,,49.36%,49.36%,49.36%,49.36%,,,,,49.36%,,49.36%,49.36%,,,,,,,49.36%,,,,49.36%,,49.36%,49.36%,,,,,49.36%,,,,,,,,,,,,,,49.36%,,,,,49.36%,,49.36%,49.36%,,,,49.36%,49.36%,,49.36%,,,49.36%,49.36%,,,,49.36%,,,,,49.36%,,,,49.36%,,49.36%,,,,49.36%,,,,,,,,49.36%,49.36%,,,,,49.36%,,,,49.36%,,,,,,,49.36%,49.36%,,,49.36%,49.36%,49.36%,,,49.36%,,,,,49.36%,49.36%,,,,,49.36%
